Category,Department + Course Number,Distributions
CA,ENGL 4545,"['CA-AS', 'ALC-AS']"
CA,ENGL 4560,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,ENGL 4605,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,ENGL 4630,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,ENGL 4705,"['ALC-AS', 'CA-AS']"
CA,ENGL 4720,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,ENGL 4733,"['CA-AS', 'SCD-AS']"
CA,ENGL 4760,"['CA-AS', 'GLC-AS']"
CA,ENVS 2010,"['CA-AS', 'ALC-AS']"
CA,FGSS 2010,"['CA-AS', 'SCD-AS']"
CA,FGSS 2260,"['CA-AS', 'ALC-AS']"
CA,FGSS 2468,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,FGSS 2501,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,FGSS 2532,"['CA-AS', 'SCD-AS']"
CA,FGSS 2560,"['CA-AS', 'SCD-AS']"
CA,FGSS 2770,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,FGSS 3000,"['CA-AS', 'SCD-AS']"
CA,FGSS 3230,"['CA-AS', 'GLC-AS', 'SSC-AS']"
CA,FGSS 3376,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,FGSS 3400,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,FGSS 3565,"['CA-AS', 'ALC-AS']"
CA,FGSS 3655,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,FGSS 3693,"['CA-AS', 'ALC-AS']"
CA,FGSS 4153,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,FGSS 4292,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,FGSS 4312,"['CA-AS', 'ALC-AS']"
CA,FGSS 4454,"['CA-AS', 'SCD-AS', 'SSC-AS']"
CA,FGSS 4458,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,FGSS 4504,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,FGSS 4560,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,FGSS 4675,"['CA-AS', 'ALC-AS']"
CA,FGSS 4701,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,FGSS 4740,['CA-AS']
CA,FGSS 4876,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,FGSS 4950,"['CA-AS', 'HST-AS']"
CA,FREN 1720,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,FREN 2310,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,FREN 3410,"['CA-AS', 'SCD-AS']"
CA,FREN 3465,"['ALC-AS', 'CA-AS']"
CA,FREN 3531,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,FREN 3580,"['CA-AS', 'ALC-AS']"
CA,FREN 3645,"['CA-AS', 'ALC-AS']"
CA,FREN 3660,"['CA-AS', 'ALC-AS']"
CA,FREN 3720,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,FREN 3730,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,FREN 3780,"['CA-AS', 'ETM-AS', 'GLC-AS']"
CA,FREN 4030,"['CA-AS', 'ALC-AS']"
CA,FREN 4225,['CA-AS']
CA,FREN 4230,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,FREN 4695,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,FSAD 2190,"['CA-HE', 'HA-HE']"
CA,FSAD 3200,"['CA-HE', 'PBS-HE', 'SBA-HE']"
CA,FSAD 4025,"['CA-HE', 'D-HE', 'HA-HE', 'LAD-HE']"
CA,FSAD 6025,"['CA-HE', 'D-HE', 'HA-HE', 'LAD-HE']"
CA,FSAD 6451,"['CA-HE', 'D-HE', 'HA-HE', 'LAD-HE', 'S']"
CA,GDEV 1300,"['CA-AG', 'SBA-AG']"
CA,GDEV 2070,"['CA-AG', 'SBA-AG']"
CA,GDEV 5223,"['CA-AG', 'KCM-AG']"
CA,GDEV 6021,['CA-AG']
CA,GERST 2000,"['ALC-AS', 'CA-AS']"
CA,GERST 2040,"['ALC-AS', 'CA-AS']"
CA,GERST 2060,"['ALC-AS', 'CA-AS']"
CA,GERST 2700,"['ALC-AS', 'CA-AS']"
CA,GERST 2703,"['CA-AS', 'ALC-AS']"
CA,GERST 3080,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,GERST 3215,"['ALC-AS', 'CA-AS']"
CA,GERST 3290,"['ALC-AS', 'CA-AS']"
CA,GERST 3300,['CA-AS']
CA,GERST 3310,"['CA-AS', 'ALC-AS']"
CA,GERST 3410,['CA-AS']
CA,GERST 3511,['CA-AS']
CA,GERST 3512,"['CA-AS', 'ALC-AS']"
CA,GERST 3525,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,GERST 3550,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,GERST 3581,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,GERST 3610,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,GERST 4210,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,GERST 4250,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,GERST 4255,"['CA-AS', 'ALC-AS']"
CA,GERST 4260,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,GERST 4312,"['ALC-AS', 'CA-AS']"
CA,GERST 4351,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,GERST 4413,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,GERST 4471,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,GOVT 1503,"['CA-AS', 'GLC-AS', 'SSC-AS']"
CA,GOVT 2006,"['CA-AS', 'ALC-AS']"
CA,GOVT 2523,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,GOVT 3001,"['CA-AS', 'HST-AS']"
CA,GOVT 3087,"['CA-AS', 'GLC-AS']"
CA,GOVT 3131,"['CA-AS', 'SSC-AS']"
CA,GOVT 3150,['CA-AS']
CA,GOVT 3401,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,GOVT 3566,"['CA-AS', 'SCD-AS']"
CA,GOVT 3606,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,GOVT 3705,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,GOVT 3715,"['CA-AS', 'HST-AS']"
CA,GOVT 3786,"['CA-AS', 'ETM-AS', 'GLC-AS']"
CA,GOVT 3827,"['CA-AS', 'GLC-AS', 'SSC-AS']"
CA,GOVT 3967,"['CA-AS', 'GLC-AS', 'SSC-AS']"
CA,GOVT 4015,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,GOVT 4037,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,GOVT 4265,"['CA-AS', 'HST-AS']"
CA,GOVT 4279,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,GOVT 4356,"['CA-AS', 'ALC-AS']"
CA,GOVT 4723,"['CA-AS', 'GLC-AS', 'SSC-AS']"
CA,GOVT 4735,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,GOVT 4745,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,GOVT 4816,"['CA-AS', 'SCD-AS']"
CA,HD 3110,"['CA-HE', 'KCM-HE']"
CA,HD 3150,"['CA-HE', 'D-HE']"
CA,HD 4550,"['CA-HE', 'D-HE', 'HA-HE', 'KCM-HE']"
CA,HE 4901,"['CA-HE', 'D-HE', 'KCM-HE', 'SBA-HE']"
CA,HEBRW 1103,"['ALC-AS', 'CA-AS']"
CA,HEBRW 2100,"['ALC-AS', 'CA-AS']"
CA,HEBRW 3101,"['ALC-AS', 'CA-AS']"
CA,HEBRW 3102,"['ALC-AS', 'CA-AS']"
CA,HIERO 1451,"['CA-AS', 'ALC-AS']"
CA,HIST 1620,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,HIST 2742,"['CA-AS', 'HST-AS']"
CA,HIST 2885,"['CA-AS', 'ALC-AS']"
CA,HIST 3519,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,HIST 3802,"['CA-AS', 'HST-AS', 'SCD-AS']"
CA,HIST 4408,"['CA-AS', 'GLC-AS']"
CA,HIST 4666,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,HIST 4674,"['CA-AS', 'HST-AS']"
CA,HIST 4950,"['CA-AS', 'HST-AS']"
CA,HUNGR 2103,"['CA-AS', 'ALC-AS']"
CA,ILRID 4826,"['CA-AG', 'SBA-AG']"
CA,INFO 1200,['CA-AS']
CA,INFO 3200,['CA-AS']
CA,INFO 3561,"['CA-AS', 'SSC-AS']"
CA,INFO 3660,"['ALC-AS', 'CA-AS']"
CA,INFO 4240,"['CA-AS', 'SSC-AS']"
CA,INFO 4250,['CA-AS']
CA,INFO 4301,"['CA-AG', 'CA-AS']"
CA,INFO 4360,"['CA-AG', 'CA-AS']"
CA,INFO 5301,['CA-AG']
CA,ITAL 2204,"['ALC-AS', 'CA-AS']"
CA,ITAL 2290,"['CA-AS', 'ALC-AS']"
CA,ITAL 2900,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,ITAL 3010,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,ITAL 3600,"['CA-AS', 'ALC-AS']"
CA,ITAL 3720,"['CA-AS', 'ALC-AS', 'ETM-AS']"
CA,ITAL 3750,"['CA-AS', 'HST-AS']"
CA,ITAL 4250,"['CA-AS', 'HST-AS']"
CA,JWST 1103,"['ALC-AS', 'CA-AS']"
CA,JWST 2001,"['CA-AS', 'ALC-AS']"
CA,JWST 2100,"['ALC-AS', 'CA-AS']"
CA,JWST 2522,"['CA-AS', 'HST-AS']"
CA,JWST 2523,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,JWST 2532,"['CA-AS', 'SCD-AS']"
CA,JWST 2791,"['CA-AS', 'ALC-AS']"
CA,JWST 3101,"['ALC-AS', 'CA-AS']"
CA,JWST 3102,"['ALC-AS', 'CA-AS']"
CA,JWST 3458,"['CA-AS', 'ALC-AS']"
CA,JWST 3588,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,JWST 3639,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,JWST 3655,"['CA-AS', 'GLC-AS']"
CA,JWST 3720,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,JWST 3732,"['CA-AS', 'ETM-AS']"
CA,JWST 3888,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,JWST 4310,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,JWST 4448,"['CA-AS', 'SSC-AS']"
CA,JWST 4454,"['CA-AS', 'SCD-AS', 'SSC-AS']"
CA,JWST 4533,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,JWST 4540,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,JWST 4545,"['ALC-AS', 'CA-AS']"
CA,JWST 4550,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,JWST 4721,"['CA-AS', 'GLC-AS', 'SSC-AS']"
CA,JWST 4767,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,JWST 4913,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,LA 2610,"['CA-AG', 'HA-AG']"
CA,LA 2620,"['CA-AG', 'HA-AG']"
CA,LA 3600,"['CA-AG', 'HA-AG']"
CA,LA 4050,"['CA-AG', 'HA-AG']"
CA,LA 6050,"['CA-AG', 'HA-AG']"
CA,LA 6660,"['CA-AG', 'HA-AG']"
CA,LATA 1320,"['ALC-AS', 'CA-AS']"
CA,LATA 1321,"['ALC-AS', 'CA-AS']"
CA,LATA 2050,"['ALC-AS', 'CA-AS']"
CA,LATA 2200,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,LATA 2240,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,LATA 2800,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,LATA 3336,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,LATA 3470,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,LATA 3480,['CA-AS']
CA,LATA 3565,"['ALC-AS', 'CA-AS']"
CA,LATA 3566,"['ALC-AS', 'CA-AS']"
CA,LATA 4155,"['ALC-AS', 'CA-AS']"
CA,LATA 4165,"['ALC-AS', 'CA-AS']"
CA,LATA 4250,"['ALC-AS', 'CA-AS']"
CA,LATA 4910,"['ALC-AS', 'CA-AS']"
CA,LEAD 5223,"['CA-AG', 'KCM-AG']"
CA,LGBT 2560,"['CA-AS', 'SCD-AS']"
CA,LGBT 2770,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,LGBT 4312,"['CA-AS', 'ALC-AS']"
CA,LGBT 4701,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,LGBT 4876,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,LING 1121,"['CA-AS', 'ETM-AS', 'GLC-AS']"
CA,LING 2221,"['CA-AS', 'SCD-AS', 'SSC-AS']"
CA,LING 2248,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,LSP 1321,"['ALC-AS', 'CA-AS']"
CA,LSP 2100,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,LSP 2212,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,LSP 2320,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,LSP 2721,"['CA-AS', 'SCD-AS', 'SSC-AS']"
CA,LSP 2770,"['CA-AS', 'SCD-AS']"
CA,LSP 3336,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,LSP 3405,"['CA-AS', 'SCD-AS', 'SSC-AS']"
CA,LSP 3470,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,LSP 3566,"['CA-AS', 'ALC-AS']"
CA,LSP 3777,"['CA-AS', 'HST-AS', 'SCD-AS']"
CA,LSP 4434,"['CA-AS', 'SCD-AS']"
CA,LSP 4465,"['CA-AS', 'SCD-AS']"
CA,LSP 4701,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,LSP 4720,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,LSP 4790,"['CA-AS', 'SCD-AS', 'SSC-AS']"
CA,MEDVL 2130,"['CA-AS', 'HST-AS']"
CA,MEDVL 2355,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,MEDVL 2770,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,MEDVL 3566,"['CA-AS', 'ALC-AS']"
CA,MEDVL 3639,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,MEDVL 3850,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,MEDVL 3888,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,MEDVL 4310,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,MEDVL 4471,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,MEDVL 4540,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,MEDVL 4557,"['CA-AS', 'ETM-AS', 'HST-AS']"
CA,MEDVL 4718,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,MUSIC 1212,"['ALC-AS', 'CA-AS']"
CA,MUSIC 1320,"['ALC-AS', 'CA-AS']"
CA,MUSIC 1321,"['ALC-AS', 'CA-AS']"
CA,MUSIC 1330,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,MUSIC 1340,"['CA-AS', 'ALC-AS']"
CA,MUSIC 1343,"['CA-AS', 'ALC-AS']"
CA,MUSIC 2006,"['ALC-AS', 'CA-AS']"
CA,MUSIC 2201,"['ALC-AS', 'CA-AS']"
CA,MUSIC 2260,"['ALC-AS', 'CA-AS']"
CA,MUSIC 2320,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,MUSIC 2330,"['ALC-AS', 'CA-AS']"
CA,MUSIC 2340,"['ALC-AS', 'CA-AS']"
CA,MUSIC 2350,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,MUSIC 2370,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,MUSIC 2703,"['ALC-AS', 'CA-AS']"
CA,MUSIC 3205,['CA-AS']
CA,MUSIC 3212,"['CA-AS', 'ALC-AS']"
CA,MUSIC 3480,['CA-AS']
CA,MUSIC 3490,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,MUSIC 4233,"['CA-AS', 'ALC-AS']"
CA,MUSIC 4312,"['CA-AS', 'ALC-AS']"
CA,MUSIC 4341,"['ALC-AS', 'CA-AS']"
CA,MUSIC 4345,"['ALC-AS', 'CA-AS']"
CA,NES 2014,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,NES 2276,"['CA-AS', 'ALC-AS']"
CA,NES 2515,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,NES 2522,"['CA-AS', 'HST-AS']"
CA,NES 2523,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,NES 2532,"['CA-AS', 'SCD-AS']"
CA,NES 2546,"['CA-AS', 'HST-AS', 'SCD-AS']"
CA,NES 2565,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,NES 2770,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,NES 2791,"['CA-AS', 'ALC-AS']"
CA,NES 2985,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,NES 3511,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,NES 3519,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,NES 3588,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,NES 3639,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,NES 3655,"['CA-AS', 'GLC-AS']"
CA,NES 3691,"['CA-AS', 'ALC-AS']"
CA,NES 3720,"['CA-AS', 'ALC-AS', 'SCD-AS']"
CA,NES 3732,"['CA-AS', 'ETM-AS']"
CA,NES 3750,"['CA-AS', 'ALC-AS']"
CA,NES 3802,"['CA-AS', 'HST-AS', 'SCD-AS']"
CA,NES 3880,"['CA-AS', 'SCD-AS']"
CA,NES 3888,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,NES 4513,"['CA-AS', 'SCD-AS']"
CA,NES 4530,"['CA-AS', 'HST-AS', 'SCD-AS']"
CA,NES 4537,"['CA-AS', 'HST-AS', 'SCD-AS']"
CA,NES 4540,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,NES 4545,"['ALC-AS', 'CA-AS']"
CA,NES 4550,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,NES 4557,"['CA-AS', 'ETM-AS', 'HST-AS']"
CA,NES 4560,"['CA-AS', 'GLC-AS']"
CA,NES 4666,"['CA-AS', 'ALC-AS', 'GLC-AS']"
CA,NES 4700,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,NES 4721,"['CA-AS', 'GLC-AS', 'SSC-AS']"
CA,NES 4767,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,NES 4913,"['CA-AS', 'ALC-AS', 'HST-AS']"
CA,NES 4922,"['CA-AS', 'GLC-AS']"
CA,NS 2600,"['CA-HE', 'D-AG', 'D-HE']"
CA,NS 4631,['CA-HE']
CA,NTRES 2000,['CA-AG']
CA,NTRES 2320,"['CA-AG', 'HA-AG']"
CA,NTRES 3330,"['CA-AG', 'D-AG', 'KCM-AG', 'SBA-AG']"
CA,NTRES 4000,"['CA-AG', 'D-AG']"
CA,NTRES 6330,"['CA-AG', 'D-AG', 'KCM-AG', 'SBA-AG']"
CA,PADM 5382,"['CA-HE', 'D-HE', 'HA-HE', 'SBA-HE']"
CA,PADM 5456,"['CA-HE', 'D-HE', 'HA-HE', 'SBA-HE']"
CA,PADM 5634,"['CA-HE', 'HA-HE', 'KCM-HE', 'SBA-HE']"
CA,PADM 5855,"['CA-HE', 'D-HE', 'HA-HE']"
CA,PAM 2250,"['CA-HE', 'D-HE', 'SBA-HE']"
CA,PAM 2820,"['CA-HE', 'D-HE', 'HA-HE', 'KCM-HE', 'S']"
CA,PAM 4160,"['CA-HE', 'D-HE', 'KCM-HE', 'SBA-HE']"
CA,PERSN 1322,"['ALC-AS', 'CA-AS']"
CA,PERSN 2322,"['ALC-AS', 'CA-AS']"
CA,PHIL 2990,"['CA-AS', 'SSC-AS']"
CA,PLHRT 2150,"['CA-AG', 'HA-AG']"
CA,PMA 2452,"['ALC-AS', 'CA-AS', 'GLC-AS']"
CA,PMA 2460,"['ALC-AS', 'CA-AS']"
CA,PMA 2465,"['ALC-AS', 'CA-AS']"
CA,PMA 2501,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,PMA 2703,"['ALC-AS', 'CA-AS']"
CA,PMA 3410,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,PMA 3425,"['ALC-AS', 'CA-AS']"
CA,PMA 3481,"['ALC-AS', 'CA-AS', 'GLC-AS']"
CA,PMA 3490,"['ALC-AS', 'CA-AS', 'ETM-AS']"
CA,PMA 3511,['CA-AS']
CA,PMA 3525,"['ALC-AS', 'CA-AS', 'HST-AS']"
CA,PMA 3551,"['ALC-AS', 'CA-AS']"
CA,PMA 4358,['CA-AS']
CA,PMA 4406,"['ALC-AS', 'CA-AS']"
CA,PMA 4501,"['ALC-AS', 'CA-AS']"
CA,PMA 4504,"['ALC-AS', 'CA-AS', 'HST-AS']"
CA,PMA 4512,"['ALC-AS', 'CA-AS']"
CA,PMA 4661,['CA-AS']
CA,PMA 4681,"['ALC-AS', 'CA-AS', 'SSC-AS']"
CA,PMA 4701,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,PMA 4820,['CA-AS']
CA,PMA 4861,"['CA-AS', 'GLC-AS']"
CA,PORT 2500,"['CA-AS', 'GLC-AS']"
CA,PORT 2800,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,PORT 3480,['CA-AS']
CA,PORT 3920,['CA-AS']
CA,PSYCH 4550,"['CA-AS', 'SSC-AS']"
CA,RELST 2276,"['ALC-AS', 'CA-AS']"
CA,RELST 2299,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,RELST 2515,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,RELST 2523,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,RELST 2532,"['CA-AS', 'SCD-AS']"
CA,RELST 2546,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,RELST 2770,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,RELST 2791,"['ALC-AS', 'CA-AS']"
CA,RELST 3309,"['CA-AS', 'GLC-AS']"
CA,RELST 3311,"['ALC-AS', 'CA-AS', 'GLC-AS']"
CA,RELST 3341,"['ALC-AS', 'CA-AS']"
CA,RELST 3420,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,RELST 3588,"['ALC-AS', 'CA-AS', 'HST-AS']"
CA,RELST 3639,"['ALC-AS', 'CA-AS', 'HST-AS']"
CA,RELST 3645,"['ALC-AS', 'CA-AS']"
CA,RELST 3720,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,RELST 3734,"['CA-AS', 'ETM-AS']"
CA,RELST 3738,"['CA-AS', 'HST-AS', 'SCD-AS']"
CA,RELST 3888,"['ALC-AS', 'CA-AS', 'HST-AS']"
CA,RELST 4256,"['ALC-AS', 'CA-AS']"
CA,RELST 4310,"['ALC-AS', 'CA-AS', 'HST-AS']"
CA,RELST 4454,"['CA-AS', 'SCD-AS', 'SSC-AS']"
CA,RELST 4462,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,RELST 4480,"['CA-AS', 'GLC-AS']"
CA,RELST 4537,"['CA-AS', 'HST-AS', 'SCD-AS']"
CA,RELST 4540,"['CA-AS', 'GLC-AS', 'HST-AS']"
CA,RELST 4545,"['ALC-AS', 'CA-AS']"
CA,RELST 4557,"['CA-AS', 'ETM-AS', 'HST-AS']"
CA,RELST 4767,"['ALC-AS', 'CA-AS', 'HST-AS']"
CA,ROMS 3512,"['ALC-AS', 'CA-AS']"
CA,ROMS 4210,"['ALC-AS', 'CA-AS', 'ETM-AS']"
CA,ROMS 4255,"['ALC-AS', 'CA-AS']"
CA,ROMS 4360,"['ALC-AS', 'CA-AS']"
CA,RUSSL 2001,"['ALC-AS', 'CA-AS']"
CA,RUSSL 2150,"['ALC-AS', 'CA-AS']"
CA,RUSSL 2500,"['ALC-AS', 'CA-AS']"
CA,SHUM 1100,"['ALC-AS', 'CA-AS', 'HST-AS']"
CA,SHUM 1900,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,SHUM 2006,"['ALC-AS', 'CA-AS']"
CA,SHUM 2009,"['ALC-AS', 'CA-AS']"
CA,SHUM 2101,"['ALC-AS', 'CA-AS', 'GLC-AS']"
CA,SHUM 2208,"['ALC-AS', 'CA-AS', 'HST-AS']"
CA,SHUM 2241,"['ALC-AS', 'CA-AS']"
CA,SHUM 2260,"['ALC-AS', 'CA-AS']"
CA,SHUM 2460,"['ALC-AS', 'CA-AS']"
CA,SHUM 2482,"['CA-AS', 'SSC-AS']"
CA,SHUM 2650,"['ALC-AS', 'CA-AS']"
CA,SHUM 2703,"['ALC-AS', 'CA-AS']"
CA,SHUM 2770,"['CA-AS', 'SCD-AS']"
CA,SHUM 3434,"['ALC-AS', 'CA-AS']"
CA,SHUM 3610,"['ALC-AS', 'CA-AS', 'ETM-AS']"
CA,SHUM 3625,"['ALC-AS', 'CA-AS', 'GLC-AS']"
CA,SHUM 3651,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,SHUM 3655,"['CA-AS', 'GLC-AS']"
CA,SHUM 3742,"['ALC-AS', 'CA-AS', 'HST-AS']"
CA,SHUM 3750,"['ALC-AS', 'CA-AS']"
CA,SHUM 3778,"['ALC-AS', 'CA-AS']"
CA,SHUM 4005,"['CA-AS', 'SCD-AS', 'SSC-AS']"
CA,SHUM 4035,"['ALC-AS', 'CA-AS']"
CA,SHUM 4406,"['ALC-AS', 'CA-AS']"
CA,SHUM 4605,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,SHUM 4674,"['CA-AS', 'HST-AS']"
CA,SHUM 4675,"['ALC-AS', 'CA-AS']"
CA,SHUM 4677,"['ALC-AS', 'CA-AS']"
CA,SHUM 4678,"['CA-AS', 'SCD-AS']"
CA,SHUM 4679,"['ALC-AS', 'CA-AS']"
CA,SHUM 4701,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,SHUM 4800,"['CA-AS', 'SCD-AS']"
CA,SHUM 4803,"['ALC-AS', 'CA-AS']"
CA,SHUM 4866,"['ALC-AS', 'CA-AS']"
CA,SOC 2100,"['CA-AS', 'SSC-AS']"
CA,SOC 2202,"['CA-AS', 'SSC-AS']"
CA,SPAN 1321,"['ALC-AS', 'CA-AS']"
CA,SPAN 2097,['CA-AS']
CA,SPAN 2200,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,SPAN 2205,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,SPAN 2230,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,SPAN 2235,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,SPAN 2240,"['CA-AS', 'GLC-AS', 'SCD-AS']"
CA,SPAN 2330,"['ALC-AS', 'CA-AS', 'SCD-AS']"
CA,SPAN 3335,"['ALC-AS', 'CA-AS', 'GLC-AS']"
CA,SPAN 3445,"['ALC-AS', 'CA-AS']"
CA,SPAN 3470,"['ALC-AS', 'CA-AS', 'GLC-AS']"
CA,SPAN 3620,"['CA-AS', 'SCD-AS']"
CA,SPAN 3639,"['ALC-AS', 'CA-AS', 'HST-AS']"
CA,SPAN 3710,"['CA-AS', 'ETM-AS']"
CA,SPAN 3900,"['ALC-AS', 'CA-AS']"
CA,SPAN 3920,['CA-AS']
CA,SPAN 4110,"['ALC-AS', 'CA-AS']"
